7;30;1000;9
9;30;1000;1
1;30;1000;10
10;40;1000;8
8;40;1000;10
10;30;1000;10
10;30;1000;7
7;30;1000;6
6;30;1000;4
4;30;1000;4
4;30;1000;6
6;30;1000;5
5;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;3
3;30;1000;6
6;30;1000;3
3;30;1000;5
5;30;1000;6
6;30;1000;6
6;30;1000;7
7;30;1000;8
8;30;1000;8
8;30;1000;6
6;30;1000;8
8;40;1000;10
10;30;1000;10
10;30;1000;9
9;30;1000;6
6;30;1000;7
7;30;1000;2
2;30;1000;5
5;30;1000;3
3;30;1000;4
4;30;1000;3
3;30;1000;3
3;30;1000;2
2;30;1000;4
4;30;1000;3
3;30;1000;3
3;30;1000;3
3;30;1000;3
3;30;1000;4
4;30;1000;5
5;30;1000;7
7;30;1000;7
7;30;1000;8
8;30;1000;6
6;30;1000;9
9;40;1000;5
5;40;1000;9
9;30;1000;1
1;30;1000;3
3;30;1000;7
7;30;1000;4
4;30;1000;7
7;30;1000;2
2;30;1000;1
1;30;1000;2
2;30;1000;4
4;30;1000;3
3;30;1000;2
2;30;1000;2
2;30;1000;3
3;30;1000;3
3;30;1000;5
5;30;1000;7
7;30;1000;7
7;30;1000;8
8;30;1000;7
7;30;1000;1
1;30;1000;1
1;30;1000;10
10;30;1000;10
10;30;1000;10
10;30;1000;6
6;30;1000;5
5;30;1000;6
6;30;1000;3
3;30;1000;6
6;30;1000;8
8;30;1000;3
3;30;1000;3
3;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;3
3;30;1000;5
5;30;1000;2
2;30;1000;2
2;30;1000;3
3;30;1000;4
4;30;1000;6
6;30;1000;8
8;30;1000;8
8;30;1000;9
9;30;1000;10
10;40;1000;10
10;30;1000;10
10;30;1000;3
3;30;1000;0
0;30;1000;4
4;30;1000;6
6;30;1000;3
3;30;1000;4
4;30;1000;3
3;30;1000;1
1;30;1000;3
3;30;1000;5
5;30;1000;1
1;30;1000;0
0;30;1000;2
2;30;1000;2
2;30;1000;4
4;30;1000;4
4;30;1000;3
3;30;1000;5
5;30;1000;1
1;30;1000;7
7;30;1000;9
9;30;1000;5
5;30;1000;9
9;30;1000;1
1;30;1000;8
8;30;1000;0
0;30;1000;3
3;30;1000;7
7;30;1000;0
0;30;1000;0
0;30;1000;4
4;30;1000;7
7;30;1000;2
2;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;2
2;30;1000;4
4;30;1000;5
5;30;1000;7
7;30;1000;5
5;30;1000;5
5;30;1000;8
8;40;1000;9
9;40;1000;20
20;30;1000;10
10;30;1000;10
10;30;1000;6
6;30;1000;0
0;30;1000;1
1;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;3
3;30;1000;1
1;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;2
2;30;1000;2
2;30;1000;6
6;30;1000;9
9;30;1000;10
10;30;1000;1
1;30;1000;10
10;30;1000;10
10;30;1000;9
9;30;1000;6
6;30;1000;7
7;30;1000;6
6;30;1000;7
7;30;1000;4
4;30;1000;4
4;30;1000;3
3;30;1000;2
2;30;1000;2
2;30;1000;1
1;30;1000;2
2;30;1000;1
1;30;1000;1
1;30;1000;3
3;30;1000;3
3;30;1000;4
4;30;1000;4
4;30;1000;4
4;30;1000;7
7;30;1000;7
7;30;1000;8
8;30;1000;1
1;40;1000;10
10;30;1000;20
20;30;1000;7
7;30;1000;0
0;30;1000;1
1;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;20
20;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;4
4;30;1000;5
5;30;1000;4
4;30;1000;4
4;30;1000;9
9;30;1000;10
10;30;1000;20
20;30;1000;10
10;30;1000;9
9;30;1000;8
8;30;1000;7
7;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;5
5;30;1000;3
3;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;4
4;30;1000;2
2;30;1000;7
7;30;1000;8
8;30;1000;1
1;30;1000;9
9;30;1000;9
9;30;1000;8
8;30;1000;7
7;30;1000;8
8;30;1000;9
9;30;1000;4
4;30;1000;5
5;30;1000;3
3;30;1000;4
4;30;1000;2
2;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;3
3;30;1000;2
2;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;4
4;30;1000;5
5;30;1000;7
7;30;1000;8
8;30;1000;6
6;30;1000;9
9;30;1000;8
8;30;1000;9
9;30;1000;1
1;30;1000;9
9;30;1000;1
1;30;1000;8
8;30;1000;6
6;30;1000;3
3;30;1000;2
2;30;1000;3
3;30;1000;5
5;30;1000;5
5;30;1000;4
4;30;1000;2
2;30;1000;3
3;30;1000;0
0;30;1000;1
1;30;1000;1
1;30;1000;2
2;30;1000;2
2;30;1000;6
6;30;1000;10
10;30;1000;1
1;30;1000;10
10;30;1000;8
8;30;1000;1
1;30;1000;9
9;30;1000;9
9;30;1000;9
9;30;1000;6
6;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;3
3;30;1000;2
2;30;1000;3
3;30;1000;0
0;30;1000;0
0;30;1000;2
2;30;1000;0
0;30;1000;5
5;30;1000;2
2;30;1000;4
4;30;1000;5
5;30;1000;7
7;30;1000;8
8;30;1000;1
1;30;1000;10
10;30;1000;1
1;30;1000;8
8;30;1000;8
8;30;1000;9
9;30;1000;6
6;30;1000;9
9;30;1000;6
6;30;1000;4
4;30;1000;7
7;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;2
2;30;1000;5
5;30;1000;9
9;30;1000;9
9;30;1000;10
10;30;1000;10
10;30;1000;1
1;30;1000;20
20;30;1000;10
10;30;1000;7
7;30;1000;7
7;30;1000;8
8;30;1000;5
5;30;1000;6
6;30;1000;2
2;30;1000;2
2;30;1000;1
1;30;1000;2
2;30;1000;5
5;30;1000;5
5;30;1000;4
4;30;1000;0
0;30;1000;3
3;30;1000;1
1;30;1000;3
3;30;1000;3
3;30;1000;5
5;30;1000;1
1;30;1000;9
9;30;1000;8
8;30;1000;20
20;30;1000;20
20;30;1000;10
10;30;1000;1
1;30;1000;9
9;30;1000;5
5;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;4
4;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;4
4;30;1000;4
4;30;1000;4
4;30;1000;5
5;30;1000;7
7;30;1000;9
9;30;1000;10
10;30;1000;20
20;30;1000;20
20;30;1000;7
7;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;1
1;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;2
2;30;1000;0
0;30;1000;0
0;30;1000;3
3;30;1000;6
6;30;1000;2
2;30;1000;8
8;30;1000;9
9;30;1000;10
10;30;1000;1
1;30;1000;10
10;30;1000;10
10;30;1000;3
3;30;1000;0
0;30;1000;0
0;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;2
2;30;1000;2
2;30;1000;0
0;30;1000;0
0;30;1000;4
4;30;1000;6
6;30;1000;2
2;30;1000;7
7;30;1000;5
5;30;1000;4
4;30;1000;9
9;30;1000;4
4;30;1000;10
10;30;1000;7
7;30;1000;6
6;30;1000;1
1;30;1000;2
2;30;1000;0
0;30;1000;4
4;30;1000;3
3;30;1000;0
0;30;1000;3
3;30;1000;1
1;30;1000;2
2;30;1000;0
0;30;1000;2
2;30;1000;4
4;30;1000;3
3;30;1000;2
2;30;1000;3
3;30;1000;7
7;30;1000;1
1;30;1000;9
9;30;1000;8
8;30;1000;9
9;30;1000;4
4;30;1000;0
0;30;1000;0
0;30;1000;5
5;30;1000;3
3;30;1000;3
3;30;1000;2
2;30;1000;3
3;30;1000;2
2;30;1000;2
2;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;2
2;30;1000;2
2;30;1000;0
0;30;1000;2
2;30;1000;2
2;30;1000;8
8;30;1000;8
8;30;1000;1
1;30;1000;10
10;30;1000;9
9;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;3
3;30;1000;0
0;30;1000;0
0;30;1000;4
4;30;1000;2
2;30;1000;2
2;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;5
5;30;1000;2
2;30;1000;2
2;30;1000;0
0;30;1000;5
5;30;1000;6
6;30;1000;6
6;30;1000;1
1;30;1000;1
1;30;1000;10
10;30;1000;1
1;30;1000;7
7;30;1000;7
7;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;1
1;30;1000;0
0;30;1000;1
1;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;4
4;30;1000;2
2;30;1000;7
7;30;1000;8
8;30;1000;6
6;30;1000;4
4;30;1000;20
20;30;1000;10
10;30;1000;5
5;30;1000;6
6;30;1000;0
0;30;1000;5
5;30;1000;3
3;30;1000;3
3;30;1000;4
4;30;1000;5
5;30;1000;3
3;30;1000;1
1;30;1000;2
2;30;1000;4
4;30;1000;5
5;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;0
0;30;1000;4
4;30;1000;7
7;30;1000;1
1;30;1000;4
4;30;1000;1
1;40;1000;7
7;30;1000;9
9;30;1000;7
7;30;1000;5
5;30;1000;6
6;30;1000;6
6;30;1000;3
3;30;1000;5
5;30;1000;3
3;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;5
5;30;1000;4
4;30;1000;9
9;30;1000;4
4;30;1000;10
10;30;1000;10
10;30;1000;10
10;30;1000;8
8;30;1000;5
5;30;1000;5
5;30;1000;2
2;30;1000;3
3;30;1000;0
0;30;1000;2
2;30;1000;0
0;30;1000;0
0;30;1000;2
2;30;1000;0
0;30;1000;0
0;30;1000;2
2;30;1000;0
0;30;1000;0
0;30;1000;2
2;30;1000;4
4;30;1000;6
6;30;1000;4
4;30;1000;6
6;30;1000;6
6;40;1000;10
10;40;1000;20
20;30;1000;8
8;30;1000;5
5;30;1000;4
4;30;1000;6
6;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;4
4;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;2
2;30;1000;1
1;30;1000;1
1;30;1000;5
5;30;1000;4
4;30;1000;8
8;30;1000;8
8;30;1000;8
8;30;1000;10
10;30;1000;10
10;30;1000;10
10;30;1000;7
7;30;1000;8
8;30;1000;7
7;30;1000;7
7;30;1000;6
6;30;1000;3
3;30;1000;7
7;20;1000;3
3;30;1000;2
2;30;1000;0
0;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;0
0;30;1000;4
4;30;1000;3
3;30;1000;5
5;30;1000;4
4;30;1000;8
8;30;1000;9
9;30;1000;8
8;30;1000;9
9;30;1000;6
6;30;1000;1
1;30;1000;4
4;30;1000;3
3;30;1000;5
5;30;1000;3
3;30;1000;3
3;30;1000;5
5;30;1000;4
4;30;1000;3
3;30;1000;3
3;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;2
2;30;1000;6
6;30;1000;7
7;30;1000;4
4;30;1000;5
5;30;1000;6
6;30;1000;10
10;40;1000;10
10;30;1000;10
10;30;1000;1
1;30;1000;6
6;30;1000;5
5;30;1000;7
7;30;1000;4
4;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;4
4;30;1000;0
0;30;1000;0
0;30;1000;2
2;30;1000;2
2;30;1000;1
1;30;1000;3
3;30;1000;7
7;30;1000;7
7;30;1000;5
5;30;1000;4
4;30;1000;1
1;30;1000;6
6;40;1000;1
1;40;1000;10
10;30;1000;10
10;30;1000;5
5;30;1000;6
6;30;1000;5
5;30;1000;4
4;30;1000;10
10;30;1000;2
2;30;1000;3
3;30;1000;3
3;30;1000;2
2;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;2
2;30;1000;0
0;30;1000;4
4;30;1000;7
7;30;1000;9
9;30;1000;8
8;30;1000;1
1;40;1000;5
5;40;1000;20
20;30;1000;20
20;30;1000;10
10;30;1000;8
8;30;1000;5
5;30;1000;6
6;30;1000;8
8;30;1000;6
6;30;1000;5
5;30;1000;3
3;30;1000;4
4;30;1000;5
5;30;1000;3
3;30;1000;5
5;30;1000;3
3;30;1000;3
3;30;1000;4
4;30;1000;3
3;30;1000;5
5;30;1000;7
7;30;1000;4
4;30;1000;6
6;30;1000;5
5;30;1000;8
8;30;1000;10
10;30;1000;9
9;30;1000;4
4;30;1000;6
6;30;1000;4
4;30;1000;2
2;30;1000;2
2;30;1000;0
0;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;0
0;30;1000;2
2;30;1000;2
2;30;1000;6
6;30;1000;6
6;30;1000;6
6;30;1000;9
9;30;1000;7
7;30;1000;7
7;30;1000;6
6;30;1000;9
9;40;1000;9
9;30;1000;1
1;30;1000;9
9;30;1000;2
2;30;1000;1
1;30;1000;1
1;30;1000;2
2;30;1000;4
4;30;1000;2
2;30;1000;1
1;30;1000;1
1;30;1000;1
1;30;1000;1
1;30;1000;1
1;30;1000;1
1;30;1000;3
3;30;1000;3
3;30;1000;4
4;30;1000;3
3;30;1000;4
4;30;1000;4
4;30;1000;9
9;30;1000;8
8;40;1000;3
3;40;1000;10
10;30;1000;10
10;30;1000;10
10;30;1000;5
5;30;1000;9
9;30;1000;7
7;30;1000;4
4;30;1000;5
5;30;1000;2
2;30;1000;1
1;30;1000;1
1;30;1000;2
2;30;1000;1
1;30;1000;1
1;30;1000;4
4;30;1000;3
3;30;1000;3
3;30;1000;4
4;30;1000;2
2;30;1000;7
7;30;1000;1
1;30;1000;10
10;30;1000;10
10;30;1000;9
9;30;1000;9
9;30;1000;5
5;30;1000;5
5;30;1000;6
6;30;1000;7
7;30;1000;7
7;30;1000;7
7;30;1000;4
4;30;1000;4
4;30;1000;4
4;30;1000;3
3;30;1000;4
4;30;1000;3
3;30;1000;2
2;30;1000;2
2;30;1000;0
0;30;1000;0
0;30;1000;2
2;30;1000;4
4;30;1000;6
6;30;1000;7
7;30;1000;8
8;30;1000;8
8;30;1000;9
9;30;1000;9
9;30;1000;9
9;30;1000;5
5;30;1000;4
4;30;1000;3
3;30;1000;6
6;30;1000;1
1;30;1000;10
10;30;1000;8
8;30;1000;4
4;30;1000;3
3;30;1000;4
4;30;1000;2
2;30;1000;3
3;30;1000;2
2;30;1000;3
3;30;1000;0
0;30;1000;2
2;30;1000;7
7;30;1000;6
6;30;1000;7
7;30;1000;8
8;30;1000;6
6;30;1000;7
7;30;1000;8
8;30;1000;8
8;30;1000;6
6;30;1000;6
6;30;1000;6
6;30;1000;4
4;30;1000;2
2;30;1000;8
8;30;1000;3
3;30;1000;4
4;30;1000;0
0;30;1000;3
3;30;1000;6
6;30;1000;1
1;30;1000;2
2;30;1000;2
2;30;1000;1
1;30;1000;2
2;30;1000;5
5;30;1000;4
4;30;1000;7
7;30;1000;9
9;30;1000;9
9;30;1000;1
1;30;1000;8
8;30;1000;5
5;30;1000;4
4;30;1000;2
2;30;1000;4
4;30;1000;2
2;30;1000;3
3;30;1000;2
2;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;3
3;30;1000;2
2;30;1000;0
0;30;1000;2
2;30;1000;0
0;30;1000;4
4;30;1000;4
4;30;1000;4
4;30;1000;6
6;30;1000;6
6;30;1000;6
6;30;1000;6
6;40;1000;10
10;30;1000;20
20;30;1000;10
10;30;1000;7
7;30;1000;6
6;30;1000;7
7;30;1000;4
4;30;1000;0
0;30;1000;4
4;30;1000;3
3;30;1000;2
2;30;1000;2
2;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;3
3;30;1000;4
4;30;1000;7
7;30;1000;4
4;30;1000;5
5;30;1000;4
4;30;1000;7
7;30;1000;2
2;30;1000;20
20;30;1000;4
4;30;1000;3
3;30;1000;7
7;30;1000;5
5;30;1000;8
8;30;1000;5
5;30;1000;4
4;30;1000;3
3;30;1000;0
0;30;1000;2
2;30;1000;0
0;30;1000;2
2;30;1000;2
2;30;1000;0
0;30;1000;0
0;30;1000;2
2;30;1000;2
2;30;1000;4
4;30;1000;3
3;30;1000;6
6;30;1000;5
5;30;1000;4
4;30;1000;6
6;30;1000;7
7;30;1000;8
8;30;1000;5
5;30;1000;6
6;30;1000;4
4;30;1000;9
9;30;1000;3
3;30;1000;1
1;30;1000;1
1;30;1000;0
0;30;1000;2
2;30;1000;2
2;30;1000;1
1;30;1000;0
0;30;1000;0
0;30;1000;1
1;30;1000;3
3;30;1000;0
0;30;1000;2
2;30;1000;3
3;30;1000;6
6;30;1000;7
7;30;1000;8
8;30;1000;8
8;30;1000;9
9;30;1000;1
1;30;1000;10
10;30;1000;10
10;30;1000;6
6;30;1000;6
6;30;1000;0
0;30;1000;3
3;30;1000;0
0;30;1000;2
2;30;1000;3
3;30;1000;1
1;30;1000;0
0;30;1000;1
1;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;3
3;30;1000;2
2;30;1000;5
5;30;1000;8
8;30;1000;7
7;30;1000;6
6;30;1000;7
7;30;1000;6
6;30;1000;6
6;30;1000;6
6;30;1000;4
4;30;1000;3
3;30;1000;4
4;30;1000;2
2;30;1000;2
2;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;4
4;30;1000;2
2;30;1000;3
3;30;1000;3
3;30;1000;4
4;30;1000;4
4;30;1000;6
6;30;1000;7
7;30;1000;1
1;30;1000;1
1;30;1000;10
10;30;1000;8
8;30;1000;3
3;30;1000;2
2;30;1000;4
4;30;1000;1
1;30;1000;6
6;30;1000;5
5;30;1000;2
2;30;1000;0
0;30;1000;1
1;30;1000;2
2;30;1000;1
1;30;1000;1
1;30;1000;1
1;30;1000;0
0;30;1000;1
1;30;1000;1
1;30;1000;6
6;30;1000;8
8;30;1000;8
8;30;1000;8
8;30;1000;9
9;30;1000;10
10;30;1000;1
1;30;1000;4
4;30;1000;3
3;30;1000;2
2;30;1000;5
5;30;1000;4
4;30;1000;3
3;30;1000;0
0;30;1000;0
0;30;1000;4
4;30;1000;2
2;30;1000;2
2;30;1000;1
1;30;1000;2
2;30;1000;1
1;30;1000;3
3;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;6
6;30;1000;9
9;30;1000;9
9;30;1000;2
2;30;1000;0
0;30;1000;0
0;30;1000;4
4;30;1000;3
3;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;7
7;30;1000;5
5;30;1000;2
2;30;1000;2
2;30;1000;4
4;30;1000;4
4;30;1000;3
3;30;1000;4
4;30;1000;3
3;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;5
5;30;1000;4
4;30;1000;7
7;30;1000;9
9;30;1000;4
4;30;1000;4
4;30;1000;4
4;30;1000;1
1;30;1000;8
8;30;1000;4
4;30;1000;2
2;30;1000;2
2;30;1000;4
4;30;1000;3
3;30;1000;3
3;30;1000;2
2;30;1000;2
2;30;1000;0
0;30;1000;4
4;30;1000;0
0;30;1000;0
0;30;1000;3
3;30;1000;2
2;30;1000;2
2;30;1000;5
5;30;1000;6
6;30;1000;6
6;30;1000;6
6;30;1000;9
9;30;1000;9
9;30;1000;6
6;30;1000;7
7;30;1000;3
3;30;1000;3
3;30;1000;1
1;30;1000;3
3;30;1000;3
3;30;1000;0
0;30;1000;2
2;30;1000;3
3;30;1000;1
1;30;1000;0
0;30;1000;0
0;30;1000;3
3;30;1000;3
3;30;1000;1
1;30;1000;3
3;30;1000;4
4;30;1000;8
8;30;1000;8
8;30;1000;9
9;30;1000;1
1;30;1000;8
8;30;1000;8
8;30;1000;10
10;30;1000;8
8;30;1000;6
6;30;1000;4
4;30;1000;5
5;30;1000;5
5;30;1000;5
5;30;1000;5
5;30;1000;3
3;30;1000;2
2;30;1000;2
2;30;1000;3
3;30;1000;3
3;30;1000;4
4;30;1000;3
3;30;1000;3
3;30;1000;0
0;30;1000;6
6;30;1000;6
6;30;1000;8
8;30;1000;7
7;30;1000;7
7;30;1000;5
5;30;1000;6
6;30;1000;9
9;30;1000;7
7;30;1000;2
2;30;1000;5
5;30;1000;4
4;30;1000;4
4;30;1000;3
3;30;1000;2
2;30;1000;0
0;30;1000;2
2;30;1000;2
2;30;1000;0
0;30;1000;2
2;30;1000;0
0;30;1000;0
0;30;1000;4
4;30;1000;0
0;30;1000;0
0;30;1000;6
6;30;1000;6
6;30;1000;7
7;30;1000;5
5;30;1000;0
0;30;1000;7
7;30;1000;7
7;30;1000;4
4;30;1000;7
7;30;1000;2
2;30;1000;2
2;30;1000;4
4;30;1000;0
0;30;1000;3
3;30;1000;3
3;30;1000;3
3;30;1000;4
4;30;1000;2
2;30;1000;3
3;30;1000;2
2;30;1000;4
4;30;1000;6
6;30;1000;2
2;30;1000;4
4;30;1000;4
4;30;1000;6
6;30;1000;7
7;30;1000;9
9;30;1000;6
6;30;1000;6
6;30;1000;7
7;30;1000;1
1;30;1000;10
10;30;1000;4
4;30;1000;4
4;30;1000;3
3;30;1000;2
2;30;1000;4
4;30;1000;3
3;30;1000;3
3;30;1000;6
6;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;3
3;30;1000;2
2;30;1000;3
3;30;1000;6
6;30;1000;7
7;30;1000;10
10;30;1000;1
1;30;1000;10
10;30;1000;8
8;30;1000;5
5;30;1000;3
3;30;1000;3
3;30;1000;4
4;30;1000;6
6;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;0
0;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;5
5;30;1000;6
6;30;1000;8
8;30;1000;1
1;30;1000;1
1;30;1000;10
10;30;1000;1
1;30;1000;0
0;30;1000;0
0;30;1000;3
3;30;1000;4
4;30;1000;3
3;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;5
5;30;1000;3
3;30;1000;4
4;30;1000;1
1;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;2
2;30;1000;4
4;30;1000;5
5;30;1000;5
5;30;1000;5
5;30;1000;6
6;30;1000;8
8;30;1000;1
1;30;1000;6
6;30;1000;9
9;30;1000;4
4;20;1000;3
3;30;1000;2
2;30;1000;0
0;30;1000;2
2;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;20;1000;0
0;20;1000;4
4;20;1000;4
4;30;1000;4
4;30;1000;4
4;30;1000;5
5;30;1000;7
7;30;1000;5
5;30;1000;7
7;30;1000;7
7;30;1000;6
6;30;1000;7
7;30;1000;6
6;30;1000;7
7;30;1000;4
4;30;1000;3
3;30;1000;3
3;30;1000;3
3;30;1000;3
3;30;1000;0
0;30;1000;6
6;30;1000;4
4;30;1000;0
0;30;1000;3
3;30;1000;3
3;30;1000;4
4;30;1000;1
1;30;1000;3
3;30;1000;2
2;30;1000;1
1;30;1000;0
0;30;1000;4
4;30;1000;4
4;30;1000;7
7;30;1000;10
10;30;1000;7
7;30;1000;8
8;30;1000;10
10;30;1000;8
8;30;1000;10
10;30;1000;7
7;30;1000;7
7;30;1000;2
2;30;1000;20
20;30;1000;8
8;30;1000;6
6;30;1000;7
7;30;1000;4
4;30;1000;3
3;30;1000;2
2;30;1000;3
3;30;1000;8
8;30;1000;8
8;30;1000;6
6;30;1000;6
6;30;1000;9
9;30;1000;10
10;30;1000;8
8;30;1000;10
10;30;1000;1
1;30;1000;6
6;30;1000;6
6;30;1000;4
4;30;1000;4
4;30;1000;5
5;30;1000;3
3;30;1000;3
3;30;1000;3
3;30;1000;4
4;30;1000;3
3;30;1000;4
4;30;1000;3
3;30;1000;0
0;30;1000;3
3;30;1000;3
3;30;1000;8
8;30;1000;1
1;30;1000;10
10;30;1000;7
7;30;1000;10
10;30;1000;10
10;30;1000;1
1;30;1000;10
10;30;1000;10
10;30;1000;6
6;30;1000;4
4;30;1000;3
3;30;1000;2
2;30;1000;2
2;30;1000;4
4;30;1000;2
2;30;1000;4
4;30;1000;3
3;30;1000;2
2;30;1000;0
0;30;1000;0
0;30;1000;2
2;30;1000;2
2;30;1000;2
2;30;1000;6
6;30;1000;6
6;30;1000;9
9;30;1000;8
8;30;1000;20
20;30;1000;10
10;30;1000;10
10;30;1000;9
9;30;1000;10
10;30;1000;10
10;30;1000;8
8;30;1000;5
5;30;1000;4
4;30;1000;3
3;30;1000;20
20;30;1000;6
6;30;1000;5
5;30;1000;5
5;30;1000;3
3;30;1000;3
3;30;1000;2
2;30;1000;2
2;30;1000;0
0;30;1000;1
1;30;1000;7
7;30;1000;8
8;30;1000;10
10;30;1000;10
10;30;1000;10
10;30;1000;10
10;30;1000;10
10;30;1000;20
20;30;1000;9
9;30;1000;7
7;30;1000;10
10;30;1000;10
10;30;1000;8
8;30;1000;6
6;30;1000;3
3;30;1000;3
3;30;1000;8
8;30;1000;10
10;30;1000;6
6;30;1000;4
4;30;1000;3
3;30;1000;6
6;30;1000;6
6;30;1000;8
8;30;1000;4
4;30;1000;7
7;30;1000;8
8;30;1000;7
7;30;1000;8
8;30;1000;6
6;30;1000;1
1;30;1000;10
10;30;1000;9
9;30;1000;10
10;30;1000;10
10;30;1000;5
5;30;1000;5
5;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;2
2;30;1000;0
0;30;1000;5
5;30;1000;4
4;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;1
1;30;1000;0
0;30;1000;2
2;30;1000;0
0;30;1000;3
3;30;1000;4
4;30;1000;6
6;30;1000;10
10;30;1000;4
4;30;1000;9
9;30;1000;9
9;30;1000;10
10;30;1000;7
7;30;1000;10
10;30;1000;8
8;30;1000;5
5;30;1000;2
2;30;1000;3
3;30;1000;2
2;30;1000;1
1;30;1000;2
2;30;1000;4
4;30;1000;4
4;30;1000;7
7;30;1000;3
3;30;1000;5
5;30;1000;5
5;30;1000;9
9;30;1000;10
10;30;1000;20
20;30;1000;10
10;30;1000;9
9;30;1000;10
10;30;1000;1
1;30;1000;4
4;30;1000;9
9;30;1000;3
3;30;1000;2
2;30;1000;2
2;30;1000;0
0;30;1000;2
2;30;1000;0
0;30;1000;2
2;30;1000;0
0;30;1000;0
0;30;1000;2
2;30;1000;3
3;30;1000;9
9;30;1000;6
6;30;1000;8
8;30;1000;8
8;30;1000;8
8;30;1000;7
7;30;1000;10
10;30;1000;10
10;30;1000;1
1;30;1000;7
7;30;1000;8
8;30;1000;8
8;30;1000;6
6;30;1000;3
3;30;1000;3
3;30;1000;0
0;30;1000;2
2;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;0
0;30;1000;1
1;30;1000;1
